"photo_url","id","mold","brand","plastic","color","stamped_weight_g","scale_weight_g","condition","price_usd","status","notes"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/071-dna.jpg","71","DNA","Discmania","unknown","pink","176","176","8.5","7","available","'Tactic' stamp on back (Discmania/Tactic line); mold 'DNA' + flight uncertain - confirm from photo; ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/072-boss.jpg","72","Boss","Innova","Champion","blue/teal","not stamped","176","8.5","18","sold","Flight 13/5/0/3; Champion plastic distance driver; 2008 Disc Golf World Champion commemorative stamp (David Feldberg - printed, not autographed); no ink | eBay comps: used 2008 Feldberg Champion Boss ~$15-20 (rare PFN/patent variants $29-45)"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/073-shrike.jpg","73","Shrike","Innova","unknown","purple","169","169","8.5","7","sold","Flight 13/6/-2/2; distance driver; no ink; plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/074-rive.jpg","74","Rive","Latitude 64","Royal","blue","175","175","9","8","available","Flight 13/5/0/3.5; Royal plastic distance driver; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/075-founder.jpg","75","unknown","Discmania","unknown","turquoise","174","174","8.5","7","available","'Founder' stamp/edition; Ask for more details; ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/076-nukess.jpg","76","Nuke SS","Discraft","unknown","yellow","not stamped","175","8.5","7","sold","Flight 13/5/-3/3; double-stamped; understable distance driver; ink on back; plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/078-firebird.jpg","78","Firebird","Innova","Star","purple","172","172","9","8","sold","Flight 9/3/0/4; Star plastic overstable driver; no ink | sold on Whatnot 2026-07-22"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/079-monarch.jpg","79","Monarch","Innova","Champion","blue","not stamped","175","9","8","sold","Innova Champion Monarch; blue translucent; distance driver; Flight 10/4/0/3; no ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/080-heat-mcbeth.jpg","80","Heat","Discraft","unknown","teal","not stamped","175","8","10","sold","Flight 9/6/-3/1; Paul McBeth 6x World Champion Series (six claw-marks stamp); ink on back; color/plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/081-heat.jpg","81","Heat","Discraft","Z","yellow","not stamped","160","8.5","8","sold","Flight 9/6/-3/1; fairway driver; ink on back; lightweight 160g; plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/082-justice.jpg","82","Justice","Dynamic Discs","Lucid","teal","173","173","8.5","8","available","Flight 5/1/0/4; Lucid plastic overstable midrange; ink on back; confirm from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/083-acerace.jpg","83","Ace Race '12","Discraft","unknown","red","not stamped","176","8.5","7","available","2012 Ace Race prototype (collectible promo disc); ink on back; exact mold/flight from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/084-heat.jpg","84","Heat","Discraft","unknown","yellow","not stamped","153","8.5","7","available","Flight 9/6/-3/1; fairway driver; ink on back; lightweight 153g; plastic from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/085-nuke.jpg","85","Nuke","Discraft","ESP","purple","not stamped","174","9","10","sold","Paige Pierce 5X World Champion signature; Flight 13/5/-1/3; ESP distance driver; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/086-explorer.jpg","86","Explorer","Latitude 64","Recycled","red","173","173","8.5","10","available","Ricky Wysocki 2X World Champion signature; Flight 7/5/0/2; Recycled plastic fairway driver; ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/087-valkyrie.jpg","87","Valkyrie","Innova","Star","purple","173.5","173.5","9","8","sold","Flight 9/4/-2/2; Star plastic distance driver; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/088-falkor.jpg","88","Falcor","Prodigy","unknown","orange","174","174","8.5","10","available","Falcor; orange; distance driver"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/089-tern.jpg","89","Tern","Innova","Halo Star","purple","175","175","8.5","8","sold","Flight 12/6/-3/2; Halo Star plastic distance driver; ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/090-buzzz.jpg","90","Buzzz","Discraft","unknown","light blue","not stamped","180","9","7","sold","Flight 5/4/-1/1; 'Majestic' fish design stamp; midrange; no ink; heavy 180g; plastic from photo | sold on Whatnot 2026-07-22"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/091-sidewinder.jpg","91","Sidewinder","Innova","Star","yellow","175","175","8.5","8","available","Flight 9/5/-3/1; Star plastic distance driver; ink on back"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/092-thunderbird.jpg","92","Thunderbird","Innova","unknown","lime green","173.5","173.5","8.5","10","sold","Innova Thunderbird; Jeremy Koling Tour Series (gold stamp); overstable fairway/distance driver; Flight 9/5/0/2; lime green; 173.5g"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/093-buzzzos.jpg","93","Buzzz OS","Discraft","unknown","orange","not stamped","175","9","7","sold","Flight 5/4/0/3; overstable midrange; no ink; plastic from photo | sold on Whatnot 2026-07-22"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/094-buzzz.jpg","94","Buzzz","Discraft","ESP","blue","not stamped","176","9","10","sold","Paul McBeth World Champion signature; Flight 5/4/-1/1; ESP midrange; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/095-destroyer.jpg","95","Destroyer","Innova","Champion","tie-dye","not stamped","172","8.5","8","sold","Flight 12/5/-1/3; Champion plastic distance driver; tie-dye; no ink"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/096-jawbreaker.jpg","96","Zone","Discraft","Jawbreaker","orange","not stamped","174","7","6","available","Jawbreaker plastic putter; beat-in; no ink; mold from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/097-teebird3.jpg","97","TeeBird3","Innova","Champion","unknown","178","178","8.5","8","sold","Flight 7/5/0/2; Champion plastic fairway driver; no ink; color from photo"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/098-firebird.jpg","98","Firebird","Innova","","yellow","not stamped","175","8.5","6","available","Flight 9/3/0/4; plastic overstable driver"
"https://raw.githubusercontent.com/summitaiautomations-ui/juddy/claude/photobooth-disc-pics-vueawx/disc-pics-data/photos/099-firebird.jpg","99","Firebird","Innova","Halo Star","red/yellow","not stamped","169","8.5","8","sold","Flight 9/3/0/4; Halo Star plastic overstable driver; ink on back"
"","100","Zone OS","Discraft","unknown","unknown","not stamped","177","9","7","available","Overstable approach; winged stamp; brand/mold uncertain (dictated 'Airborne'/'Zone OS') - confirm from photo"
"","101","Buzzz","Discraft","unknown","blue","not stamped","184","8.5","7","available","Flight 5/4/-1/1; midrange; worn-in; heavy 184g; plastic from photo"
